filename,label,label_name,transcription,intelligibility,num_error_segs,mean_confidence
1_1075.npy,1,dysarthric,FHO,97.2,2,0.9718
1_861.npy,1,dysarthric,SHEET,99.7,0,0.9971
0_117.npy,0,non_dysarthric,[unclear],91.1,1,0.9111
1_1584.npy,1,dysarthric,FINAL,99.7,0,0.9969
1_1944.npy,1,dysarthric,BRIAR,98.9,0,0.9888
1_1766.npy,1,dysarthric,OR READ,98.7,0,0.9869
1_926.npy,1,dysarthric,THIS IS,98.4,0,0.9842
1_880.npy,1,dysarthric,ONLY LAWYER,99.1,0,0.9913
1_1359.npy,1,dysarthric,RISE,99.4,0,0.9942
0_473.npy,0,non_dysarthric,WISH,99.4,0,0.9938
1_1160.npy,1,dysarthric,THAT PICKPOC,98.7,0,0.9872
0_379.npy,0,non_dysarthric,ERE,97.6,1,0.9756
1_1007.npy,1,dysarthric,FQET,97.1,1,0.9709
1_856.npy,1,dysarthric,MIT,97.7,0,0.9772
1_581.npy,1,dysarthric,GO ON,98.2,0,0.9821
0_290.npy,0,non_dysarthric,FAIR,98.8,0,0.9882
0_398.npy,0,non_dysarthric,GIVING THOSE,98.0,1,0.9803
1_1716.npy,1,dysarthric,LO,97.0,1,0.9699
0_30.npy,0,non_dysarthric,THOUGH QUICK BON FOG,92.1,3,0.9213
1_1872.npy,1,dysarthric,SUT,97.5,0,0.9748
1_1006.npy,1,dysarthric,IN FACT OUR WHO,97.3,0,0.973
1_2044.npy,1,dysarthric,THAT,99.2,0,0.9924
1_656.npy,1,dysarthric,FOR,98.0,1,0.9805
1_1546.npy,1,dysarthric,OLD TELEPHONE,97.7,0,0.9774
1_1967.npy,1,dysarthric,RICH,99.0,0,0.9899
1_1428.npy,1,dysarthric,HALE,98.3,0,0.9834
1_717.npy,1,dysarthric,HOTEL,99.2,0,0.9917
0_121.npy,0,non_dysarthric,GAGNU,97.0,0,0.9699
1_2097.npy,1,dysarthric,SPARK,99.2,0,0.9924
1_1772.npy,1,dysarthric,CAR,97.6,1,0.9759
1_965.npy,1,dysarthric,NO,98.7,0,0.9874
1_1687.npy,1,dysarthric,BOTH,99.4,0,0.9936
1_1238.npy,1,dysarthric,CHALK WI,96.3,1,0.9628
1_1050.npy,1,dysarthric,TORT,98.9,0,0.9891
1_597.npy,1,dysarthric,DE,98.9,0,0.9886
1_1522.npy,1,dysarthric,NAVEL,99.0,0,0.99
0_436.npy,0,non_dysarthric,TRAIN,99.0,0,0.9899
1_1219.npy,1,dysarthric,DOC,99.3,0,0.9929
1_1406.npy,1,dysarthric,THE FAMILY,97.2,0,0.9722
1_692.npy,1,dysarthric,[unclear],97.3,1,0.9726
1_1973.npy,1,dysarthric,WEEK,99.2,0,0.9921
1_1441.npy,1,dysarthric,[unclear],91.8,0,0.9181
1_1074.npy,1,dysarthric,THREE,99.1,0,0.9915
1_691.npy,1,dysarthric,I DO,98.4,1,0.984
1_1018.npy,1,dysarthric,COURT,99.0,0,0.9904
1_1923.npy,1,dysarthric,FEAR,99.6,0,0.9959
1_1993.npy,1,dysarthric,LAIRE,98.7,0,0.9872
0_226.npy,0,non_dysarthric,WHEN HE SPEAKS HIS VOICE IS,97.7,0,0.9769
0_324.npy,0,non_dysarthric,SLY,98.9,0,0.9893
1_1379.npy,1,dysarthric,WAS,98.5,0,0.9848
1_1179.npy,1,dysarthric,HER CLASSICAL,98.6,0,0.9864
1_1425.npy,1,dysarthric,HOWL,98.5,1,0.985
0_363.npy,0,non_dysarthric,STORE,99.5,0,0.9946
0_104.npy,0,non_dysarthric,RE,97.2,0,0.9721
0_7.npy,0,non_dysarthric,OH SO IN THE WAY,94.8,0,0.9481
1_1677.npy,1,dysarthric,GROPE,99.3,0,0.993
1_1249.npy,1,dysarthric,BUN,98.2,0,0.9824
1_1455.npy,1,dysarthric,WHIPE,98.8,0,0.9883
1_687.npy,1,dysarthric,SI,99.7,0,0.997
1_2017.npy,1,dysarthric,A LUMINOUS,98.3,1,0.9826
1_2099.npy,1,dysarthric,THE MISGUIDED,98.4,0,0.9843
0_347.npy,0,non_dysarthric,FLORIN,97.0,0,0.9704
1_1606.npy,1,dysarthric,WAGES ARE A K,97.2,0,0.9719
1_1186.npy,1,dysarthric,TWO,99.7,0,0.9968
0_414.npy,0,non_dysarthric,BREED,98.0,0,0.9804
1_796.npy,1,dysarthric,SPARK,99.5,0,0.9954
1_907.npy,1,dysarthric,THING,97.7,0,0.9772
0_44.npy,0,non_dysarthric,BIT,99.4,0,0.9938
1_1305.npy,1,dysarthric,WE ALL SAT DOW,98.7,0,0.9872
1_1831.npy,1,dysarthric,ROCKS,98.6,0,0.9863
1_1564.npy,1,dysarthric,NOW,98.9,0,0.9887
0_375.npy,0,non_dysarthric,TOO,98.9,0,0.9892
1_538.npy,1,dysarthric,EPA I,97.6,1,0.9756
1_771.npy,1,dysarthric,SPAIN,99.0,0,0.9898
1_1826.npy,1,dysarthric,FOR,96.5,1,0.9651
1_1354.npy,1,dysarthric,HASH,99.5,0,0.9949
0_76.npy,0,non_dysarthric,ERH,97.5,0,0.9752
0_311.npy,0,non_dysarthric,PAT,99.3,0,0.9929
1_1404.npy,1,dysarthric,THINK,99.1,0,0.9914
0_280.npy,0,non_dysarthric,[unclear],84.8,0,0.8481
1_1194.npy,1,dysarthric,FORK,97.8,0,0.9781
0_140.npy,0,non_dysarthric,GOAT,98.8,0,0.988
0_91.npy,0,non_dysarthric,SLOPE,99.0,0,0.9903
0_180.npy,0,non_dysarthric,YES,99.7,0,0.9971
1_984.npy,1,dysarthric,CHAIR,98.4,0,0.9843
1_1397.npy,1,dysarthric,THE STORE SI,98.3,0,0.9827
0_90.npy,0,non_dysarthric,ALONG FOR WE MIL,93.4,1,0.9343
1_1934.npy,1,dysarthric,TRUT,98.4,0,0.984
1_1476.npy,1,dysarthric,VAN,98.6,0,0.9864
1_1762.npy,1,dysarthric,HARAID,96.2,2,0.962
1_1512.npy,1,dysarthric,PANEL,99.0,0,0.9903
0_229.npy,0,non_dysarthric,RAG,97.6,0,0.9758
1_748.npy,1,dysarthric,LAKE,97.9,0,0.9786
1_1076.npy,1,dysarthric,RISE,99.1,0,0.9909
1_1403.npy,1,dysarthric,THINK,98.1,0,0.9806
1_1627.npy,1,dysarthric,THE MISPRINT,98.2,0,0.9823
1_746.npy,1,dysarthric,WHEN ALL OUT,95.1,2,0.9511
1_714.npy,1,dysarthric,WRIT,98.5,0,0.9847
1_554.npy,1,dysarthric,BO,99.2,0,0.9922
1_666.npy,1,dysarthric,AIR,99.6,0,0.9958
1_1256.npy,1,dysarthric,BLUNDE,97.1,1,0.9708
1_1212.npy,1,dysarthric,TEMPER,99.4,0,0.9936
1_867.npy,1,dysarthric,THE HOTAL,98.1,0,0.9805
1_1255.npy,1,dysarthric,BEGIN BY,99.3,0,0.993
1_1725.npy,1,dysarthric,ME,99.3,0,0.9929
1_578.npy,1,dysarthric,[unclear],83.1,0,0.8313
1_1824.npy,1,dysarthric,ONE,98.3,0,0.9829
1_1740.npy,1,dysarthric,BAT,99.1,0,0.9906
0_329.npy,0,non_dysarthric,URGENT,98.4,0,0.984
1_1735.npy,1,dysarthric,RANGE,98.4,0,0.9842
0_488.npy,0,non_dysarthric,CRUP,96.5,0,0.9653
1_1754.npy,1,dysarthric,SLIP,99.0,0,0.9902
1_1662.npy,1,dysarthric,CONVERGE,98.7,0,0.9867
1_1514.npy,1,dysarthric,THAT,99.7,0,0.9974
1_1559.npy,1,dysarthric,IT FELL OUT OF HIS P,98.7,0,0.9866
1_1619.npy,1,dysarthric,FOUR,99.4,0,0.9938
0_24.npy,0,non_dysarthric,B,98.1,1,0.9814
0_23.npy,0,non_dysarthric,ME,99.7,0,0.9969
1_1083.npy,1,dysarthric,WHIT,97.1,2,0.9709
1_1395.npy,1,dysarthric,BED,99.7,0,0.9973
0_0.npy,0,non_dysarthric,OH PER O PE,92.3,4,0.9229
1_1448.npy,1,dysarthric,ALL,99.1,0,0.991
1_1704.npy,1,dysarthric,TARE,97.7,0,0.9774
1_974.npy,1,dysarthric,RIDE,99.2,0,0.9921
0_154.npy,0,non_dysarthric,IM I SEE,97.5,1,0.9746
1_1445.npy,1,dysarthric,FORB,96.9,0,0.9688
0_443.npy,0,non_dysarthric,LEAD,98.8,0,0.9884
0_1.npy,0,non_dysarthric,A PEE I P,93.0,4,0.9302
1_596.npy,1,dysarthric,BRAIN,98.8,0,0.9877
1_1680.npy,1,dysarthric,TRAIN,98.9,0,0.9891
1_1486.npy,1,dysarthric,BILL,98.0,0,0.9796
1_621.npy,1,dysarthric,NO,99.2,0,0.9925
1_2065.npy,1,dysarthric,NIGHT AFTER NIG,98.2,0,0.9825
1_1036.npy,1,dysarthric,HOLD,95.5,1,0.955
1_611.npy,1,dysarthric,BUT HE AL,94.7,4,0.9474
1_1299.npy,1,dysarthric,WE TALKED ABOUT THE,98.9,0,0.9894
1_720.npy,1,dysarthric,THE YOUNG BLOC,98.3,1,0.9833
0_269.npy,0,non_dysarthric,WHERE,98.5,1,0.9846
1_1471.npy,1,dysarthric,STABLE,98.7,0,0.9874
1_1621.npy,1,dysarthric,MOST WEEDS,98.7,0,0.9873
1_537.npy,1,dysarthric,[unclear],77.1,0,0.7711
1_1029.npy,1,dysarthric,CASH,99.8,0,0.9979
1_1913.npy,1,dysarthric,ERROR,99.3,0,0.9934
1_1366.npy,1,dysarthric,THEY'LL NEVER FIT,97.9,0,0.9794
1_536.npy,1,dysarthric,AH,98.6,0,0.9855
1_1388.npy,1,dysarthric,WISE,99.6,0,0.996
0_43.npy,0,non_dysarthric,GROS,95.8,2,0.9584
1_1227.npy,1,dysarthric,HANCH,99.5,0,0.9953
1_1498.npy,1,dysarthric,FILL THAT CANTI,94.7,1,0.9474
0_292.npy,0,non_dysarthric,MUCH,98.5,0,0.985
0_383.npy,0,non_dysarthric,RE,97.4,1,0.9736
1_1820.npy,1,dysarthric,MEAT,99.2,0,0.9924
1_1484.npy,1,dysarthric,BE,98.7,0,0.9867
1_1041.npy,1,dysarthric,THERE WAS ONLY,98.0,0,0.9805
0_59.npy,0,non_dysarthric,BORUM,98.0,1,0.9804
0_495.npy,0,non_dysarthric,[unclear],99.1,0,0.9905
1_2029.npy,1,dysarthric,IT WAS,99.6,0,0.9958
1_2030.npy,1,dysarthric,ALAMON,97.4,0,0.9737
0_369.npy,0,non_dysarthric,GRANDF,99.0,0,0.9904
1_887.npy,1,dysarthric,TWO,99.2,0,0.9924
1_1796.npy,1,dysarthric,BIT,99.5,0,0.9945
1_1183.npy,1,dysarthric,THE MARRIAGE WENT W,96.6,0,0.9664
1_1300.npy,1,dysarthric,ROU,97.7,0,0.9771
0_458.npy,0,non_dysarthric,RIT,96.8,1,0.968
1_706.npy,1,dysarthric,CHOP,99.2,0,0.992
1_1038.npy,1,dysarthric,I'VE KEPT IT WITH,96.2,0,0.9616
1_1607.npy,1,dysarthric,RAIN,99.3,0,0.9929
0_181.npy,0,non_dysarthric,FAK,97.0,1,0.9703
0_439.npy,0,non_dysarthric,PART,97.4,0,0.9743
1_1628.npy,1,dysarthric,CONTRACT,99.6,0,0.9964
1_1709.npy,1,dysarthric,O,95.3,1,0.953
1_1437.npy,1,dysarthric,GOD,99.2,0,0.9924
1_928.npy,1,dysarthric,LIQUOR,99.3,0,0.9928
1_812.npy,1,dysarthric,FIDDING,98.2,0,0.982
0_192.npy,0,non_dysarthric,DARKIN,98.1,1,0.9806
0_178.npy,0,non_dysarthric,BIKE,97.7,1,0.9766
1_1414.npy,1,dysarthric,[unclear],86.0,0,0.8597
0_256.npy,0,non_dysarthric,FEE,99.0,0,0.9902
1_878.npy,1,dysarthric,GEDDA,96.7,4,0.9665
0_118.npy,0,non_dysarthric,PIKE,98.7,0,0.9873
1_1034.npy,1,dysarthric,LEE,98.2,0,0.9818
0_318.npy,0,non_dysarthric,HERE,98.4,0,0.9839
0_82.npy,0,non_dysarthric,SOAP,99.5,0,0.9954
1_1906.npy,1,dysarthric,JUST A,98.0,1,0.9797
1_1527.npy,1,dysarthric,DAMP,98.8,0,0.9883
1_699.npy,1,dysarthric,[unclear],92.9,0,0.9294
0_312.npy,0,non_dysarthric,SCRAPE,96.4,1,0.9643
1_1693.npy,1,dysarthric,CONSERVE,98.2,0,0.9822
0_373.npy,0,non_dysarthric,SH,98.8,0,0.9876
1_672.npy,1,dysarthric,HERE,99.5,0,0.9951
0_96.npy,0,non_dysarthric,GIRMEL,96.7,1,0.9672
1_826.npy,1,dysarthric,THOUGHT,99.0,0,0.9896
1_923.npy,1,dysarthric,[unclear],99.3,0,0.9929
1_2086.npy,1,dysarthric,THOUGHT,99.0,0,0.9902
1_1492.npy,1,dysarthric,FELL,98.8,0,0.9883
1_595.npy,1,dysarthric,[unclear],99.5,0,0.9954
1_1296.npy,1,dysarthric,[unclear],98.1,0,0.9812
0_520.npy,0,non_dysarthric,MUCH,99.5,0,0.9948
1_1310.npy,1,dysarthric,SAT,97.5,0,0.9752
0_504.npy,0,non_dysarthric,TILES,96.7,0,0.9675
1_729.npy,1,dysarthric,NE DA,95.3,0,0.9535
1_1489.npy,1,dysarthric,WALL,97.9,1,0.9791
1_1692.npy,1,dysarthric,LIST,99.6,0,0.9959
1_1010.npy,1,dysarthric,SHED,99.8,0,0.9978
0_97.npy,0,non_dysarthric,BOL,95.7,1,0.9566
1_1178.npy,1,dysarthric,FORK,98.4,0,0.9841
1_1280.npy,1,dysarthric,HARM,98.3,1,0.9826
1_1626.npy,1,dysarthric,JUDGE,99.0,0,0.9902
1_1810.npy,1,dysarthric,GIVING THOSE,98.0,1,0.9798
1_769.npy,1,dysarthric,DARK,99.6,0,0.9959
1_989.npy,1,dysarthric,LEEK,99.1,0,0.9906
1_1631.npy,1,dysarthric,SCORE,98.7,0,0.9872
1_1707.npy,1,dysarthric,RAIN,98.2,0,0.9821
0_411.npy,0,non_dysarthric,JAGGED,99.0,0,0.9903
1_1741.npy,1,dysarthric,TOO I SI HEN,91.3,3,0.9134
1_1976.npy,1,dysarthric,HELL,97.3,0,0.9727
1_1181.npy,1,dysarthric,SEVEN,99.6,0,0.9962
0_14.npy,0,non_dysarthric,OH,99.3,0,0.9925
0_370.npy,0,non_dysarthric,TIP,99.7,0,0.9965
1_1595.npy,1,dysarthric,PSAWM,95.3,0,0.9528
1_1653.npy,1,dysarthric,DEPRESS,98.6,0,0.9856
1_738.npy,1,dysarthric,THE BOX,99.4,0,0.9936
1_2054.npy,1,dysarthric,[unclear],99.5,0,0.9949
0_108.npy,0,non_dysarthric,HORN,99.3,0,0.9927
1_2072.npy,1,dysarthric,O COLLEGE SOCE,94.0,2,0.9395
1_1294.npy,1,dysarthric,FATE,99.2,0,0.9921
1_1894.npy,1,dysarthric,SHNUK,96.0,0,0.9596
0_10.npy,0,non_dysarthric,MAY,99.0,0,0.9896
1_941.npy,1,dysarthric,TEN,98.8,0,0.9881
1_960.npy,1,dysarthric,FED,99.1,0,0.9906
0_350.npy,0,non_dysarthric,YOU WISH,98.5,0,0.9847
1_1180.npy,1,dysarthric,[unclear],84.2,0,0.8422
1_607.npy,1,dysarthric,[unclear],72.0,0,0.7205
1_964.npy,1,dysarthric,SO,99.6,0,0.9957
1_858.npy,1,dysarthric,FLICKER,99.2,0,0.9923
1_1585.npy,1,dysarthric,WE JUST SAT,98.1,0,0.9808
1_982.npy,1,dysarthric,SAID,99.9,0,0.9991
1_623.npy,1,dysarthric,S,98.4,1,0.9837
1_2050.npy,1,dysarthric,THERE IS A,98.4,0,0.9839
1_853.npy,1,dysarthric,THICKER,98.9,0,0.9887
1_916.npy,1,dysarthric,WE HAVE AN,98.4,1,0.9839
1_996.npy,1,dysarthric,BIBLICAL SCAL,97.0,0,0.9698
1_1609.npy,1,dysarthric,WE SAW THREE,98.8,0,0.9885
1_1557.npy,1,dysarthric,PALE,99.3,0,0.9928
0_447.npy,0,non_dysarthric,WE HAVE OFTEN,99.2,0,0.9918
1_695.npy,1,dysarthric,TWO,99.5,0,0.995
1_1552.npy,1,dysarthric,IT,99.3,0,0.9929
1_1184.npy,1,dysarthric,I TELL YOU,98.5,0,0.9846
1_919.npy,1,dysarthric,ROMEO,99.6,0,0.9964
1_1335.npy,1,dysarthric,TRY TO WORK THING,97.7,0,0.9771
1_606.npy,1,dysarthric,[unclear],72.4,0,0.7243
1_689.npy,1,dysarthric,DE,99.9,0,0.9991
1_1905.npy,1,dysarthric,FOUR,99.0,0,0.9903
1_1530.npy,1,dysarthric,MABEL,99.6,0,0.9959
1_1990.npy,1,dysarthric,HACK,99.2,0,0.9922
0_420.npy,0,non_dysarthric,FAT,97.4,1,0.9738
1_2041.npy,1,dysarthric,HE FURTHER,98.5,0,0.9851
0_202.npy,0,non_dysarthric,TIRT,98.0,1,0.9796
1_885.npy,1,dysarthric,RED,98.3,0,0.9829
1_2077.npy,1,dysarthric,SHY,98.8,0,0.9876
1_1737.npy,1,dysarthric,VE,95.1,2,0.9507
1_1777.npy,1,dysarthric,YESRIA SWO,94.1,1,0.9411
0_435.npy,0,non_dysarthric,WHEN HE SPEAK,95.7,1,0.9569
0_48.npy,0,non_dysarthric,KI,96.7,0,0.9675
1_1400.npy,1,dysarthric,HIT,97.9,0,0.9791
1_1216.npy,1,dysarthric,LIP,99.4,0,0.9937
